station_location,earliest_date,latest_date,%missing_water_temp,%missing_air_temp
hudsc,2002-04-08 11:30:00,2021-12-31 23:45:00,27.188000189101025,
heekk,2020-01-01 00:00:00,2024-09-17 06:45:00,15.885791747860715,
cbmmc,2003-04-22 09:30:00,2024-09-16 11:00:00,21.388419597604056,
sfbgc,2006-01-01 00:00:00,2024-10-02 23:30:00,3.472944744207054,
wkbwb,1995-10-27 13:00:00,2024-09-18 11:15:00,10.18958052372827,10.46009077226068
apaeb,1995-05-01 00:00:00,2024-10-03 02:00:00,7.947969778853585,7.747028454796494
marcw,2007-07-11 09:30:00,2024-08-21 09:15:00,4.66670245204903,
welin,1995-05-29 13:00:00,2024-10-03 02:15:00,6.400305197439733,
wqbmh,2001-03-28 16:30:00,2024-10-03 02:00:00,4.951194065722776,
owcwm,1995-05-24 12:00:00,2024-10-03 02:15:00,19.90979859822146,
cbmrr,2003-04-04 13:00:00,2024-10-03 02:30:00,2.31162191596924,
job19,2002-04-01 09:30:00,2024-09-17 09:00:00,12.668859279660708,
marmb,2008-01-01 00:00:00,2024-10-03 01:15:00,2.628300604696176,
pdbbp,2001-07-01 00:00:00,2024-10-02 23:15:00,1.3270458623711556,
hudtn,1996-07-23 12:00:00,2024-10-03 02:30:00,26.309343262516816,
marce,2007-01-01 00:00:00,2024-10-03 01:15:00,8.068881172119433,4.72581753506609
gndcr,2004-01-22 18:00:00,2024-10-03 00:45:00,37.18956419056054,8.051367406270057
jacb9,1996-08-01 14:00:00,2024-08-13 13:45:00,14.84996493611799,
delsj,2001-01-01 00:15:00,2024-10-03 02:30:00,,0.541785442398073
niwol,1996-01-01 00:00:00,2024-10-03 02:00:00,2.499079305699582,1.1668881821205213
owcol,2002-04-23 09:45:00,2024-10-03 01:45:00,22.22904998507646,
nocrc,1899-12-30 00:00:00,2024-08-21 11:15:00,8.300040326740382,1.5342667813921265
wkbfr,1995-10-27 10:00:00,2024-10-03 01:00:00,8.767203736704515,
aceei,2015-01-01 00:00:00,2024-10-03 02:00:00,3.0302675932395653,
elkvm,2001-03-14 13:00:00,2024-10-02 23:00:00,2.846683060260271,
kachd,2003-01-01 00:00:00,2024-10-02 22:15:00,4.401219725158846,
owcdr,2007-08-28 07:00:00,2024-10-03 02:15:00,26.68155451855756,
elkcw,2001-01-01 00:15:00,2024-10-02 23:45:00,,2.5650292053620203
sosec,2012-01-01 00:00:00,2024-10-02 23:15:00,13.56326722268184,
hudfs,2000-01-01 12:15:00,2024-10-03 02:30:00,,1.3429659233334121
delds,2002-01-31 16:00:00,2024-09-16 09:15:00,3.7467722183097596,
narpc,1995-12-04 13:30:00,2024-10-03 01:45:00,4.641097179267429,6.088005762996759
grbor,2002-04-17 14:30:00,2024-09-13 09:15:00,29.681163552938777,
rkbfu,2002-01-01 00:00:00,2024-09-18 10:45:00,2.2661000826661533,
kacho,1899-12-30 12:30:00,2024-10-02 22:30:00,6.388015074594325,1.096351271961894
gndbc,2004-03-25 14:00:00,2024-10-03 01:00:00,1.9672858803696174,
tjros,1996-01-04 17:00:00,2024-10-02 23:30:00,4.422211473111235,
nocec,1994-05-19 18:00:00,2021-12-31 23:45:00,9.547813391731369,
cbvtc,1995-09-12 10:45:00,2024-10-03 02:30:00,3.7992428309806847,1.8608699828308661
cbvcb,2002-01-01 00:00:00,2024-09-23 10:15:00,2.910622532690863,
grbgb,1995-07-24 11:30:00,2024-09-19 12:00:00,25.93174069430938,3.421817915632424
grbgl,2005-10-13 14:00:00,2024-10-03 01:45:00,,0.7612519166591504
sapld,1999-01-01 00:00:00,2024-10-03 02:00:00,5.098149391021138,
gtmpi,2001-01-01 00:00:00,2024-09-19 08:45:00,1.9300155970589976,
sapml,1995-05-22 09:00:00,2024-10-03 02:00:00,6.970403363443367,3.7888210791436596
narts,2002-07-12 10:30:00,2024-09-24 09:00:00,3.4869552848474115,
niwta,1995-01-01 00:00:00,2024-09-24 12:00:00,3.446886929989342,
delsl,1995-07-01 00:00:00,2024-10-03 02:30:00,3.679494712103408,
wqbmp,1998-11-03 20:00:00,2024-09-18 13:00:00,24.332023195599312,
owcbr,2002-03-12 10:00:00,2024-09-10 11:45:00,21.443651156552594,
kacsd,2004-01-01 00:00:00,2024-09-04 08:15:00,1.6555745617983755,
soswi,1995-04-04 12:30:00,2024-10-02 23:15:00,4.890698043427847,
acegp,2015-01-01 00:00:00,2024-10-03 02:15:00,1.0384325281973021,
pdbgs,2003-03-28 13:30:00,2024-09-04 09:15:00,11.238038287789044,
elksm,1995-06-26 22:00:00,2024-10-02 23:15:00,4.429277812875066,
tjrsb,2008-01-01 00:00:00,2024-10-02 23:15:00,0.8792922089195566,
wellm,2002-04-02 10:00:00,2024-09-19 08:15:00,26.678009239191013,
hudsk,1995-05-19 13:00:00,2019-12-31 23:45:00,24.253773348724128,
owcsu,1995-05-24 12:00:00,2007-08-23 14:45:00,6.251095595458199,
tjrrc,2002-08-20 14:30:00,2004-11-03 16:00:00,10.224335780006202,
elknm,1999-04-15 14:30:00,2024-10-02 23:00:00,3.128035133651451,
welml,2002-03-19 09:30:00,2003-12-16 10:30:00,1.9136161146620183,
kacbc,2002-06-18 11:30:00,2003-09-24 17:30:00,14.53272604588394,
sosch,2002-04-19 16:30:00,2024-09-23 15:00:00,5.560502832730428,
grblr,1998-10-13 09:30:00,2024-10-03 02:00:00,25.166782826120887,
jacnc,2002-10-01 00:15:00,2024-10-03 02:30:00,,1.360576835852152
tjrpr,2012-02-16 11:00:00,2024-09-17 12:45:00,0.7819722650231126,
noczb,2002-03-01 12:30:00,2024-08-21 13:45:00,6.203618187964172,
kach3,2012-01-01 00:00:00,2024-09-02 11:00:00,24.26029243964522,
tjrtl,1997-05-23 15:30:00,2024-10-02 23:45:00,28.165464886000102,1.7897804956107706
welht,1995-04-04 10:30:00,2024-10-03 02:00:00,22.216242157378435,
jacb6,1996-08-06 10:00:00,2024-10-03 02:30:00,13.65720394346122,
pdbje,2009-01-01 00:00:00,2022-10-14 08:30:00,3.0929093583889062,
sosva,1999-06-03 18:00:00,2024-09-06 12:45:00,2.548691984019041,
lkspo,2013-01-01 00:00:00,2024-10-03 01:00:00,49.492418384598245,1.9705547517661237
pdbby,1995-09-06 13:30:00,2024-10-02 23:45:00,2.1624302874302876,
acesp,1970-02-18 14:00:00,2024-10-03 01:45:00,6.357104165246683,
gndbh,2004-01-22 18:00:00,2024-10-03 01:00:00,0.9345794392523363,
sosse,1995-04-19 14:00:00,2012-12-31 23:45:00,15.46128434255992,
wqbct,1998-09-02 15:00:00,1998-10-05 14:00:00,10.04739336492891,
hudts,1995-05-19 13:30:00,2024-10-03 02:30:00,26.291260180911554,
cbvgi,1997-10-21 13:15:00,2024-09-23 09:00:00,2.1416351974746966,
acefj,2020-07-22 14:15:00,2024-09-19 09:30:00,4.289180408767529,
owcrr,2023-06-07 17:00:00,2024-10-03 00:45:00,14.143547118948668,
kacpg,2002-06-21 10:00:00,2003-09-24 15:30:00,2.1223677665395457,
rkbbm,1997-01-22 15:30:00,1998-02-13 14:00:00,32.10940023689028,
kacap,1944-06-08 05:45:00,2024-10-02 21:45:00,,8.56582790959873
pdbnn,1996-08-16 12:00:00,1997-12-31 23:30:00,8.005804311774462,
wqbnb,1995-10-11 14:00:00,1997-12-19 11:30:00,26.552500592557475,
jacne,1996-08-01 00:00:00,2024-08-20 10:30:00,7.848235254373859,
niwca,1995-06-06 09:00:00,1995-12-28 17:00:00,25.39312163944405,
sapfd,1995-01-01 00:00:00,2004-08-28 09:30:00,8.203419778763505,
cbmpr,1995-07-06 15:00:00,2002-12-16 17:00:00,16.11177064691603,
niwwb,2016-05-11 12:30:00,2024-10-03 02:30:00,0.005095229845818345,
apaes,1995-04-17 10:30:00,2024-09-24 10:30:00,7.7356054301309705,
delbl,1995-08-01 00:00:00,2024-09-24 09:15:00,7.591536060261188,
acebb,1995-03-03 18:00:00,2015-01-07 11:45:00,7.118441843216923,
job09,1995-12-20 12:30:00,2024-09-17 09:30:00,9.827481230911351,
niwdc,1998-03-05 14:30:00,2024-10-03 02:00:00,2.804914122197974,
pdbjl,1995-06-08 09:00:00,2008-12-31 23:45:00,6.974405461679013,
wqbcb,1995-10-11 14:00:00,1998-12-23 11:15:00,25.295931288883995,
saphd,1999-07-03 10:00:00,2024-09-19 09:30:00,8.538030969100003,
grbsq,1997-07-21 14:30:00,2024-10-02 11:00:00,25.60213021032476,
soscm,2001-08-01 00:15:00,2015-12-31 23:45:00,,6.726708430836912
job10,1996-02-01 00:00:00,2024-09-17 10:15:00,14.298303289884991,
apalm,2016-12-20 13:00:00,2024-09-24 11:30:00,1.62261072774973,
jacba,1996-10-10 14:00:00,2024-08-26 10:15:00,12.964809117039797,
nartw,1996-09-20 09:30:00,2002-07-23 18:00:00,9.405573673287874,
elkap,1995-06-26 22:00:00,2024-10-02 23:00:00,5.566940991714985,
rkbuh,1938-01-14 20:45:00,2024-10-03 01:45:00,5.989231922578886,3.537067699365748
wkbmr,2003-05-05 10:00:00,2024-09-18 11:45:00,17.279341795130808,
job20,2002-05-13 09:00:00,2024-09-17 08:45:00,5.22513264387851,
welsm,2004-04-02 12:00:00,2024-09-05 09:00:00,27.589540121682326,
wqbsl,2002-05-16 14:30:00,2024-09-17 08:15:00,27.58941207792875,
acemc,2002-10-15 11:30:00,2024-09-17 12:15:00,5.114523479579752,
sfbcc,2005-01-01 00:00:00,2024-10-02 23:15:00,2.3314169551821617,
cbmip,2003-04-04 14:00:00,2024-09-16 09:30:00,4.461879801499258,
acebp,2001-03-02 12:45:00,2024-10-03 01:45:00,,3.2228461158991326
acefc,2002-10-16 12:30:00,2024-09-17 13:30:00,2.7925765386154118,
niwws,2016-05-11 12:45:00,2024-10-03 02:30:00,0.14572852372589448,
gtmpc,2001-01-01 00:00:00,2024-10-03 02:00:00,2.7565518557909954,0.8007550492628327
delll,2002-01-01 00:00:00,2024-09-16 09:00:00,2.793344180815198,
cbmjb,1995-07-07 14:00:00,2024-10-03 02:30:00,15.605085968498255,2.458927079676017
wkbmb,2003-05-05 10:00:00,2024-09-18 11:45:00,7.9771144409278545,
cbvsh,2002-01-01 00:00:00,2016-12-31 23:45:00,5.689716797469124,
wkbsh,2008-01-01 00:00:00,2024-10-03 00:45:00,,1.5523192875671479
tjrmm,2000-10-25 17:00:00,2008-12-31 23:45:00,32.44201283501518,
lksbl,2012-01-01 00:00:00,2024-08-03 18:00:00,49.21406963639599,
nartb,2002-07-03 11:30:00,2024-10-03 01:45:00,3.5995425240991765,
marab,2006-11-16 00:00:00,2024-10-03 01:00:00,4.5725223688979915,
lksba,2012-01-01 00:00:00,2024-10-03 01:15:00,38.54037624791084,
apacp,2002-01-01 00:00:00,2024-09-24 10:00:00,4.897157579085188,
niwcb,2001-08-17 09:30:00,2024-09-24 11:45:00,1.522690288099611,
aceji,2015-01-01 00:00:00,2024-09-18 11:30:00,9.752388780437686,
gndbl,2004-03-25 14:30:00,2024-10-03 01:00:00,2.3438200430638534,
sapca,2004-08-30 11:30:00,2024-09-19 10:00:00,4.02404453912346,
noclc,2002-02-26 12:00:00,2024-08-21 11:45:00,6.3040600550995345,
wellf,2001-01-01 00:15:00,2024-10-03 02:00:00,,3.2359693019949862
hudfl,2022-01-01 00:00:00,2024-10-03 01:45:00,15.233923813226902,
jobjb,2001-01-01 00:15:00,2024-10-01 07:45:00,,1.6903336595675693
gtmss,2002-02-18 17:00:00,2024-09-19 10:00:00,3.7302902626360983,
cbmmb,2020-01-01 00:00:00,2024-09-05 11:00:00,3.2521068314352046,
lksol,2012-01-01 00:00:00,2024-09-10 08:30:00,46.22151815810474,
sfbsm,2008-01-01 00:00:00,2024-10-02 23:30:00,2.8901192982695028,
owcow,2001-05-01 00:15:00,2024-10-03 01:45:00,,3.1745394026387332
apadb,2002-01-01 00:00:00,2024-10-03 02:15:00,8.243843517853202,
wqbch,2002-01-01 00:15:00,2024-10-02 09:45:00,,1.484106654616445
gndpc,2005-08-11 10:30:00,2024-09-13 11:00:00,9.665119008683797,
tjrbr,2004-12-23 15:30:00,2024-09-16 13:30:00,1.4780081167050565,
gtmfm,2001-01-01 00:00:00,2024-09-19 11:00:00,2.0669604324717215,
apapc,2016-12-20 10:00:00,2024-09-24 08:45:00,1.7713844141948523,
wqbcr,2002-05-29 09:30:00,2024-09-03 14:30:00,13.652739764285315,
marsc,2007-08-24 08:15:00,2024-10-03 01:15:00,6.247019676001324,19.349644093508108
pdbpf,2001-01-01 00:15:00,2024-10-02 23:30:00,,1.1875574808557232
sfbrr,2006-08-17 14:30:00,2024-10-02 23:45:00,,0.14898112328935217
rkbpb,2016-01-01 00:00:00,2024-09-18 10:15:00,4.144342427278551,
rkbmb,2000-01-01 00:00:00,2024-09-18 23:45:00,2.334395750690257,
cbmoc,2003-04-15 13:30:00,2024-10-03 02:00:00,23.57561363992079,
rkbfb,2002-01-01 00:00:00,2024-09-18 11:15:00,3.5724699840613314,
sfbfm,2008-01-01 00:00:00,2024-10-02 23:30:00,2.6751748471948704,
sapdc,2004-04-18 16:30:00,2024-09-25 09:30:00,4.769100616409282,
delpb,1996-06-01 00:00:00,2001-12-26 12:30:00,23.61063354250838,
kacdl,2002-10-24 10:00:00,2002-12-31 23:30:00,17.314702308626977,
rkbhc,2001-09-01 00:15:00,2007-03-31 23:45:00,,18.11436343731685
job06,1996-12-06 12:00:00,1998-12-07 12:30:00,85.62758620689655,
kachs,2004-02-13 09:30:00,2011-12-31 23:45:00,28.681821158505816,
pdbjt,2022-10-06 06:30:00,2024-10-02 23:15:00,0.11165187517892929,
rkblh,2001-01-02 11:30:00,2024-10-02 02:00:00,2.9909158862551672,
sostc,2016-10-19 15:00:00,2024-10-02 23:30:00,,3.041450201317257
narnc,2002-03-14 13:00:00,2024-09-11 08:30:00,18.626105345393075,
kacss,2004-01-01 00:00:00,2024-09-04 08:15:00,2.4865383766606346,
owcwr,2022-11-09 15:15:00,2024-10-03 02:00:00,,0.004506534474988734
kacse,2001-08-17 15:15:00,2003-12-31 23:30:00,3.908925156757238,
tjrpe,2008-01-01 00:00:00,2010-12-31 23:45:00,29.08873175182482,
pdbgd,2016-10-28 09:15:00,2024-06-28 10:45:00,9.937241217676624,
job11,1996-03-15 16:30:00,1998-12-28 12:30:00,60.21809633676513,
cbvsp,2016-01-01 00:00:00,2024-10-03 02:00:00,9.88381750847673,
hudbm,2020-01-01 00:00:00,2024-10-03 02:15:00,2.1239850805339344,
heer9,2020-01-01 00:00:00,2024-09-18 07:45:00,2.56438170579768,
heew2,2019-01-01 00:00:00,2024-10-02 21:15:00,12.819864568771502,
rkbbr,1998-02-25 11:00:00,1999-12-31 23:30:00,4.348631787015875,
wqbns,1996-07-10 13:30:00,1997-12-03 13:00:00,52.001971171615125,
sfbrb,2020-12-15 11:00:00,2024-09-12 07:45:00,0.2880680389272895,
hudnp,2018-01-01 00:00:00,2024-10-03 02:30:00,0.07896192515085106,0.3680758633513075
heelc,2021-10-13 17:00:00,2024-10-02 21:30:00,,0.026878881838515518
acerc,1996-03-14 11:00:00,1996-05-10 12:30:00,3.840526700804682,
weldn,1996-04-23 11:00:00,1997-12-17 08:00:00,11.973216154007114,
sapbc,1995-05-24 11:00:00,1997-12-23 21:00:00,3.9132640681181483,
job18,1998-10-08 12:00:00,1998-11-13 12:30:00,11.908931698774081,
heeph,2022-01-01 00:00:00,2024-10-02 21:00:00,18.493441858053814,
welup,1996-04-23 11:00:00,1997-12-17 10:00:00,6.686192468619247,
apabp,2020-01-01 00:00:00,2024-08-22 09:30:00,16.239447523316827,
